"","Day","Plot","Daily_mean","Treatment"
"189",2016-07-29,"10T",8.33333333333333,"T"
"190",2016-07-30,"10T",8.45833333333333,"T"
"191",2016-07-31,"10T",9.04166666666667,"T"
"192",2016-08-01,"10T",9.5,"T"
"193",2016-08-02,"10T",9.27083333333333,"T"
"194",2016-08-03,"10T",7.72916666666667,"T"
"195",2016-08-04,"10T",8.66666666666667,"T"
"196",2016-08-05,"10T",8.85416666666667,"T"
"197",2016-08-06,"10T",9.83333333333333,"T"
"198",2016-08-07,"10T",9.64583333333333,"T"
"199",2016-08-08,"10T",9.22916666666667,"T"
"200",2016-08-09,"10T",9.33333333333333,"T"
"201",2016-08-10,"10T",7.9375,"T"
"202",2016-08-11,"10T",7.625,"T"
"203",2016-08-12,"10T",7.02083333333333,"T"
"204",2016-08-13,"10T",7.02083333333333,"T"
"205",2016-06-24,"1A",11.6041666666667,"A"
"206",2016-06-25,"1A",5.72916666666667,"A"
"207",2016-06-26,"1A",4.64583333333333,"A"
"208",2016-06-27,"1A",4.95833333333333,"A"
"209",2016-06-28,"1A",5.58333333333333,"A"
"210",2016-06-29,"1A",4.72916666666667,"A"
"211",2016-06-30,"1A",5.52083333333333,"A"
"212",2016-07-01,"1A",5.04166666666667,"A"
"213",2016-07-02,"1A",6.47916666666667,"A"
"214",2016-07-03,"1A",5.625,"A"
"215",2016-07-04,"1A",5.04166666666667,"A"
"216",2016-07-05,"1A",5.125,"A"
"217",2016-07-06,"1A",5.875,"A"
"218",2016-07-07,"1A",7.02083333333333,"A"
"219",2016-07-08,"1A",7.6875,"A"
"220",2016-07-09,"1A",7.33333333333333,"A"
"221",2016-07-10,"1A",6.5,"A"
"222",2016-07-11,"1A",7.85416666666667,"A"
"223",2016-07-12,"1A",8.75,"A"
"224",2016-07-13,"1A",9.02083333333333,"A"
"225",2016-07-14,"1A",9.10416666666667,"A"
"226",2016-07-15,"1A",9.35416666666667,"A"
"227",2016-07-16,"1A",9.45833333333333,"A"
"228",2016-07-17,"1A",9.70833333333333,"A"
"229",2016-07-18,"1A",10.3125,"A"
"230",2016-07-19,"1A",9.04166666666667,"A"
"231",2016-07-20,"1A",8.70833333333333,"A"
"232",2016-07-21,"1A",7.83333333333333,"A"
"233",2016-07-22,"1A",8.29166666666667,"A"
"234",2016-07-23,"1A",7.14583333333333,"A"
"235",2016-07-24,"1A",7.875,"A"
"236",2016-07-25,"1A",7.8125,"A"
"237",2016-07-26,"1A",7.6875,"A"
"238",2016-07-27,"1A",7.125,"A"
"239",2016-07-28,"1A",7.47916666666667,"A"
"240",2016-07-29,"1A",6.64583333333333,"A"
"241",2016-07-30,"1A",6.14583333333333,"A"
"242",2016-07-31,"1A",5.77083333333333,"A"
"243",2016-08-01,"1A",6.79166666666667,"A"
"244",2016-08-02,"1A",6.54166666666667,"A"
"245",2016-08-03,"1A",6.5625,"A"
"246",2016-08-04,"1A",6.0625,"A"
"247",2016-08-05,"1A",6.64583333333333,"A"
"248",2016-08-06,"1A",7.77083333333333,"A"
"249",2016-08-07,"1A",7.1875,"A"
"250",2016-08-08,"1A",7.625,"A"
"251",2016-08-09,"1A",6.79166666666667,"A"
"252",2016-08-10,"1A",6.14583333333333,"A"
"253",2016-08-11,"1A",6.39583333333333,"A"
"254",2016-08-12,"1A",6.39583333333333,"A"
"255",2016-08-13,"1A",6.52083333333333,"A"
"256",2016-06-24,"1B",16.7708333333333,"B"
"257",2016-06-25,"1B",12.8541666666667,"B"
"258",2016-06-26,"1B",12.375,"B"
"259",2016-06-27,"1B",12.5833333333333,"B"
"260",2016-06-28,"1B",12.5208333333333,"B"
"261",2016-06-29,"1B",11.6875,"B"
"262",2016-06-30,"1B",11.7708333333333,"B"
"263",2016-07-01,"1B",10.9375,"B"
"264",2016-07-02,"1B",11.1666666666667,"B"
"265",2016-07-03,"1B",10.375,"B"
"266",2016-07-04,"1B",11.3125,"B"
"267",2016-07-05,"1B",11.8958333333333,"B"
"268",2016-07-06,"1B",12.1666666666667,"B"
"269",2016-07-07,"1B",13.1875,"B"
"270",2016-07-08,"1B",13.8541666666667,"B"
"271",2016-07-09,"1B",13.0416666666667,"B"
"272",2016-07-10,"1B",11.2916666666667,"B"
"273",2016-07-11,"1B",13.25,"B"
"274",2016-07-12,"1B",14.625,"B"
"275",2016-07-13,"1B",14.8333333333333,"B"
"276",2016-07-14,"1B",14.6041666666667,"B"
"277",2016-07-15,"1B",14.3541666666667,"B"
"278",2016-07-16,"1B",14.7708333333333,"B"
"279",2016-07-17,"1B",15.1666666666667,"B"
"280",2016-07-18,"1B",15.5625,"B"
"281",2016-07-19,"1B",13.5833333333333,"B"
"282",2016-07-20,"1B",13.1041666666667,"B"
"283",2016-07-21,"1B",11.6458333333333,"B"
"284",2016-07-22,"1B",11.9791666666667,"B"
"285",2016-07-23,"1B",10.25,"B"
"286",2016-07-24,"1B",11.3958333333333,"B"
"287",2016-07-25,"1B",11.875,"B"
"288",2016-07-26,"1B",11.6458333333333,"B"
"289",2016-07-27,"1B",11.1875,"B"
"290",2016-07-28,"1B",11.9583333333333,"B"
"291",2016-07-29,"1B",10.9375,"B"
"292",2016-07-30,"1B",10.0208333333333,"B"
"293",2016-07-31,"1B",9.58333333333333,"B"
"294",2016-08-01,"1B",11.1666666666667,"B"
"295",2016-08-02,"1B",10.0625,"B"
"296",2016-08-03,"1B",10.1041666666667,"B"
"297",2016-08-04,"1B",9.60416666666667,"B"
"298",2016-08-05,"1B",10.2708333333333,"B"
"299",2016-08-06,"1B",11.8125,"B"
"300",2016-08-07,"1B",11.6041666666667,"B"
"301",2016-08-08,"1B",12.9583333333333,"B"
"302",2016-08-09,"1B",11.8541666666667,"B"
"303",2016-08-10,"1B",10.9166666666667,"B"
"304",2016-08-11,"1B",10.7708333333333,"B"
"305",2016-08-12,"1B",11.25,"B"
"306",2016-08-13,"1B",12.0833333333333,"B"
"307",2016-06-24,"1M",15.1875,"M"
"308",2016-06-25,"1M",10.5,"M"
"309",2016-06-26,"1M",8.58333333333333,"M"
"310",2016-06-27,"1M",9.33333333333333,"M"
"311",2016-06-28,"1M",9.85416666666667,"M"
"312",2016-06-29,"1M",8.4375,"M"
"313",2016-06-30,"1M",9.9375,"M"
"314",2016-07-01,"1M",8.85416666666667,"M"
"315",2016-07-02,"1M",10.25,"M"
"316",2016-07-03,"1M",9.52083333333333,"M"
"317",2016-07-04,"1M",8.875,"M"
"318",2016-07-05,"1M",9.02083333333333,"M"
"319",2016-07-06,"1M",10.0833333333333,"M"
"320",2016-07-07,"1M",11.2916666666667,"M"
"321",2016-07-08,"1M",12.3958333333333,"M"
"322",2016-07-09,"1M",12,"M"
"323",2016-07-10,"1M",10.6666666666667,"M"
"324",2016-07-11,"1M",12.3333333333333,"M"
"325",2016-07-12,"1M",13.375,"M"
"326",2016-07-13,"1M",13.6666666666667,"M"
"327",2016-07-14,"1M",13.5625,"M"
"328",2016-07-15,"1M",13.4166666666667,"M"
"329",2016-07-16,"1M",13.8125,"M"
"330",2016-07-17,"1M",14.3333333333333,"M"
"331",2016-07-18,"1M",14.7916666666667,"M"
"332",2016-07-19,"1M",13.1458333333333,"M"
"333",2016-07-20,"1M",12.6458333333333,"M"
"334",2016-07-21,"1M",11.25,"M"
"335",2016-07-22,"1M",11.5833333333333,"M"
"336",2016-07-23,"1M",9.9375,"M"
"337",2016-07-24,"1M",11.0416666666667,"M"
"338",2016-07-25,"1M",11.0416666666667,"M"
"339",2016-07-26,"1M",10.8541666666667,"M"
"340",2016-07-27,"1M",10.5208333333333,"M"
"341",2016-07-28,"1M",10.7291666666667,"M"
"342",2016-07-29,"1M",9.54166666666667,"M"
"343",2016-07-30,"1M",9.10416666666667,"M"
"344",2016-07-31,"1M",8.3125,"M"
"345",2016-08-01,"1M",9.97916666666667,"M"
"346",2016-08-02,"1M",9.14583333333333,"M"
"347",2016-08-03,"1M",9.58333333333333,"M"
"348",2016-08-04,"1M",8.8125,"M"
"349",2016-08-05,"1M",9.77083333333333,"M"
"350",2016-08-06,"1M",11.25,"M"
"351",2016-08-07,"1M",10.1666666666667,"M"
"352",2016-08-08,"1M",10.8333333333333,"M"
"353",2016-08-09,"1M",9.33333333333333,"M"
"354",2016-08-10,"1M",8.625,"M"
"355",2016-08-11,"1M",9.20833333333333,"M"
"356",2016-08-12,"1M",9.47916666666667,"M"
"357",2016-08-13,"1M",9.77083333333333,"M"
"358",2016-06-24,"1T",15.8125,"T"
"359",2016-06-25,"1T",11.1458333333333,"T"
"360",2016-06-26,"1T",10.1666666666667,"T"
"361",2016-06-27,"1T",10.5208333333333,"T"
"362",2016-06-28,"1T",10.8125,"T"
"363",2016-06-29,"1T",10.0416666666667,"T"
"364",2016-06-30,"1T",10.3333333333333,"T"
"365",2016-07-01,"1T",9.58333333333333,"T"
"366",2016-07-02,"1T",10.1875,"T"
"367",2016-07-03,"1T",9.52083333333333,"T"
"368",2016-07-04,"1T",10.1666666666667,"T"
"369",2016-07-05,"1T",10.4375,"T"
"370",2016-07-06,"1T",10.875,"T"
"371",2016-07-07,"1T",12.1666666666667,"T"
"372",2016-07-08,"1T",13.1666666666667,"T"
"373",2016-07-09,"1T",13.1458333333333,"T"
"374",2016-07-10,"1T",10.9375,"T"
"375",2016-07-11,"1T",12.8958333333333,"T"
"376",2016-07-12,"1T",14.1875,"T"
"377",2016-07-13,"1T",14.6666666666667,"T"
"378",2016-07-14,"1T",14.4791666666667,"T"
"379",2016-07-15,"1T",14.1666666666667,"T"
"380",2016-07-16,"1T",14.5,"T"
"381",2016-07-17,"1T",15.0833333333333,"T"
"382",2016-07-18,"1T",15.1666666666667,"T"
"383",2016-07-19,"1T",13.0625,"T"
"384",2016-07-20,"1T",12.7083333333333,"T"
"385",2016-07-21,"1T",11.2291666666667,"T"
"386",2016-07-22,"1T",12.1458333333333,"T"
"387",2016-07-23,"1T",9.8125,"T"
"388",2016-07-24,"1T",11.4166666666667,"T"
"389",2016-07-25,"1T",10.8958333333333,"T"
"390",2016-07-26,"1T",10.75,"T"
"391",2016-07-27,"1T",10.2708333333333,"T"
"392",2016-07-28,"1T",10.7083333333333,"T"
"393",2016-07-29,"1T",9.58333333333333,"T"
"394",2016-07-30,"1T",9.02083333333333,"T"
"395",2016-07-31,"1T",8.33333333333333,"T"
"396",2016-08-01,"1T",9.875,"T"
"397",2016-08-02,"1T",9.10416666666667,"T"
"398",2016-08-03,"1T",9.41666666666667,"T"
"399",2016-08-04,"1T",8.75,"T"
"400",2016-08-05,"1T",9.64583333333333,"T"
"401",2016-08-06,"1T",10.9583333333333,"T"
"402",2016-08-07,"1T",10.6666666666667,"T"
"403",2016-08-08,"1T",11.5416666666667,"T"
"404",2016-08-09,"1T",10.1041666666667,"T"
"405",2016-08-10,"1T",9.5,"T"
"406",2016-08-11,"1T",10.0208333333333,"T"
"407",2016-08-12,"1T",10.25,"T"
"408",2016-08-13,"1T",10.4166666666667,"T"
"409",2016-06-24,"2A",14.75,"A"
"410",2016-06-25,"2A",10,"A"
"411",2016-06-26,"2A",8.9375,"A"
"412",2016-06-27,"2A",9.54166666666667,"A"
"413",2016-06-28,"2A",9.66666666666667,"A"
"414",2016-06-29,"2A",8.70833333333333,"A"
"415",2016-06-30,"2A",10.25,"A"
"416",2016-07-01,"2A",9.1875,"A"
"417",2016-07-02,"2A",8.95833333333333,"A"
"418",2016-07-03,"2A",8.22916666666667,"A"
"419",2016-07-04,"2A",8.375,"A"
"420",2016-07-05,"2A",9.60416666666667,"A"
"421",2016-07-06,"2A",10.25,"A"
"422",2016-07-07,"2A",11.2083333333333,"A"
"423",2016-07-08,"2A",12.125,"A"
"424",2016-07-09,"2A",12.4791666666667,"A"
"425",2016-07-10,"2A",11.7291666666667,"A"
"426",2016-07-11,"2A",12.7291666666667,"A"
"427",2016-07-12,"2A",13.3958333333333,"A"
"428",2016-07-13,"2A",13.4375,"A"
"429",2016-07-14,"2A",13.3541666666667,"A"
"430",2016-07-15,"2A",13.0625,"A"
"431",2016-07-16,"2A",13.9166666666667,"A"
"432",2016-07-17,"2A",14.2708333333333,"A"
"433",2016-07-18,"2A",14.5416666666667,"A"
"434",2016-07-19,"2A",12.6875,"A"
"435",2016-07-20,"2A",11.7708333333333,"A"
"436",2016-07-21,"2A",10.3125,"A"
"437",2016-07-22,"2A",10.2291666666667,"A"
"438",2016-07-23,"2A",9.08333333333333,"A"
"439",2016-07-24,"2A",9.39583333333333,"A"
"440",2016-07-25,"2A",10.4583333333333,"A"
"441",2016-07-26,"2A",10.6458333333333,"A"
"442",2016-07-27,"2A",10.7083333333333,"A"
"443",2016-07-28,"2A",11.3333333333333,"A"
"444",2016-07-29,"2A",10.2916666666667,"A"
"445",2016-07-30,"2A",9.39583333333333,"A"
"446",2016-07-31,"2A",9.16666666666667,"A"
"447",2016-08-01,"2A",10.5208333333333,"A"
"448",2016-08-02,"2A",9.91666666666667,"A"
"449",2016-08-03,"2A",9.77083333333333,"A"
"450",2016-08-04,"2A",9.52083333333333,"A"
"451",2016-08-05,"2A",9.8125,"A"
"452",2016-08-06,"2A",10.875,"A"
"453",2016-08-07,"2A",10.1875,"A"
"454",2016-08-08,"2A",10.6666666666667,"A"
"455",2016-08-09,"2A",10.625,"A"
"456",2016-08-10,"2A",10.0625,"A"
"457",2016-08-11,"2A",9.4375,"A"
"458",2016-08-12,"2A",9.22916666666667,"A"
"459",2016-08-13,"2A",9.83333333333333,"A"
"460",2016-06-24,"3A",12.9166666666667,"A"
"461",2016-06-25,"3A",6.64583333333333,"A"
"462",2016-06-26,"3A",6.0625,"A"
"463",2016-06-27,"3A",5.89583333333333,"A"
"464",2016-06-28,"3A",6.16666666666667,"A"
"465",2016-06-29,"3A",5.64583333333333,"A"
"466",2016-06-30,"3A",6.27083333333333,"A"
"467",2016-07-01,"3A",5.83333333333333,"A"
"468",2016-07-02,"3A",6.52083333333333,"A"
"469",2016-07-03,"3A",5.8125,"A"
"470",2016-07-04,"3A",5.70833333333333,"A"
"471",2016-07-05,"3A",6.04166666666667,"A"
"472",2016-07-06,"3A",6.14583333333333,"A"
"473",2016-07-07,"3A",6.875,"A"
"474",2016-07-08,"3A",7.75,"A"
"475",2016-07-09,"3A",8.10416666666667,"A"
"476",2016-07-10,"3A",7.16666666666667,"A"
"477",2016-07-11,"3A",7.6875,"A"
"478",2016-07-12,"3A",8.375,"A"
"479",2016-07-13,"3A",9.0625,"A"
"480",2016-07-14,"3A",9.54166666666667,"A"
"481",2016-07-15,"3A",9.85416666666667,"A"
"482",2016-07-16,"3A",9.83333333333333,"A"
"483",2016-07-17,"3A",9.60416666666667,"A"
"484",2016-07-18,"3A",9.79166666666667,"A"
"485",2016-07-19,"3A",8.5625,"A"
"486",2016-07-20,"3A",7.64583333333333,"A"
"487",2016-07-21,"3A",6.9375,"A"
"488",2016-07-22,"3A",6.89583333333333,"A"
"489",2016-07-23,"3A",6.20833333333333,"A"
"490",2016-07-24,"3A",6.47916666666667,"A"
"491",2016-07-25,"3A",6.6875,"A"
"492",2016-07-26,"3A",6.4375,"A"
"493",2016-07-27,"3A",6.27083333333333,"A"
"494",2016-07-28,"3A",6.91666666666667,"A"
"495",2016-07-29,"3A",6.35416666666667,"A"
"496",2016-07-30,"3A",5.77083333333333,"A"
"497",2016-07-31,"3A",5.35416666666667,"A"
"498",2016-08-01,"3A",6.5,"A"
"499",2016-08-02,"3A",6.10416666666667,"A"
"500",2016-08-03,"3A",5.91666666666667,"A"
"501",2016-08-04,"3A",5.625,"A"
"502",2016-08-05,"3A",6.0625,"A"
"503",2016-08-06,"3A",7.10416666666667,"A"
"504",2016-08-07,"3A",6.70833333333333,"A"
"505",2016-08-08,"3A",6.77083333333333,"A"
"506",2016-08-09,"3A",6,"A"
"507",2016-08-10,"3A",5.39583333333333,"A"
"508",2016-08-11,"3A",5.3125,"A"
"509",2016-08-12,"3A",5.54166666666667,"A"
"510",2016-08-13,"3A",5.70833333333333,"A"
"511",2016-06-24,"4A",11.4583333333333,"A"
"512",2016-06-25,"4A",3.1875,"A"
"513",2016-06-26,"4A",2.75,"A"
"514",2016-06-27,"4A",2.9375,"A"
"515",2016-06-28,"4A",3.14583333333333,"A"
"516",2016-06-29,"4A",2.75,"A"
"517",2016-06-30,"4A",3.4375,"A"
"518",2016-07-01,"4A",3.14583333333333,"A"
"519",2016-07-02,"4A",3.5,"A"
"520",2016-07-03,"4A",3.125,"A"
"521",2016-07-04,"4A",2.91666666666667,"A"
"522",2016-07-05,"4A",3.52083333333333,"A"
"523",2016-07-06,"4A",3.625,"A"
"524",2016-07-07,"4A",3.91666666666667,"A"
"525",2016-07-08,"4A",4.41666666666667,"A"
"526",2016-07-09,"4A",4.58333333333333,"A"
"527",2016-07-10,"4A",4.39583333333333,"A"
"528",2016-07-11,"4A",4.77083333333333,"A"
"529",2016-07-12,"4A",5,"A"
"530",2016-07-13,"4A",5.08333333333333,"A"
"531",2016-07-14,"4A",5.54166666666667,"A"
"532",2016-07-15,"4A",5.6875,"A"
"533",2016-07-16,"4A",6,"A"
"534",2016-07-17,"4A",5.8125,"A"
"535",2016-07-18,"4A",6.0625,"A"
"536",2016-07-19,"4A",5.4375,"A"
"537",2016-07-20,"4A",4.85416666666667,"A"
"538",2016-07-21,"4A",4.16666666666667,"A"
"539",2016-07-22,"4A",4.02083333333333,"A"
"540",2016-07-23,"4A",3.83333333333333,"A"
"541",2016-07-24,"4A",3.85416666666667,"A"
"542",2016-07-25,"4A",4.14583333333333,"A"
"543",2016-07-26,"4A",4.1875,"A"
"544",2016-07-27,"4A",3.9375,"A"
"545",2016-07-28,"4A",4.08333333333333,"A"
"546",2016-07-29,"4A",3.875,"A"
"547",2016-07-30,"4A",3.66666666666667,"A"
"548",2016-07-31,"4A",3.375,"A"
"549",2016-08-01,"4A",4.04166666666667,"A"
"550",2016-08-02,"4A",3.9375,"A"
"551",2016-08-03,"4A",3.89583333333333,"A"
"552",2016-08-04,"4A",3.8125,"A"
"553",2016-08-05,"4A",3.9375,"A"
"554",2016-08-06,"4A",4.47916666666667,"A"
"555",2016-08-07,"4A",4.3125,"A"
"556",2016-08-08,"4A",4.3125,"A"
"557",2016-08-09,"4A",4.16666666666667,"A"
"558",2016-08-10,"4A",3.95833333333333,"A"
"559",2016-08-11,"4A",3.9375,"A"
"560",2016-08-12,"4A",3.83333333333333,"A"
"561",2016-08-13,"4A",4.14583333333333,"A"
"562",2016-06-24,"4B",15.3125,"B"
